Order Number,Line Number,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Unit Price,Net Price,Unit Cost,Currency Code,Exchange Rate
364405,0,2019-12-23,2019-12-26,1471899,999999,1653,1,109.9900,98.9910,56.0800,USD,1
326704,0,2018-12-11,2018-12-16,1776802,999999,277,1,480.0000,412.8000,244.7200,USD,1
328804,0,2019-01-01,2019-01-03,1693705,999999,433,1,969.0000,872.1000,321.0500,USD,1
291113,0,2017-12-20,2017-12-21,1576421,999999,2341,1,26.9910,24.0219,13.7610,USD,1
356700,0,2019-10-07,2019-10-10,1712400,999999,1683,1,4.9900,4.4910,2.5400,USD,1
350705,0,2019-08-08,2019-08-10,1987561,999999,1464,1,258.0000,247.6800,118.6500,USD,1
331302,0,2019-01-26,2019-01-30,1388676,999999,2063,1,179.9900,170.9905,82.7700,USD,1
347803,0,2019-07-10,2019-07-14,1502243,999999,606,1,299.0000,299.0000,137.5000,USD,1
363200,0,2019-12-11,2019-12-13,1882871,999999,2167,1,163.0000,149.9600,83.1000,USD,1
311408,0,2018-07-11,2018-07-13,1666798,999999,1429,1,289.0000,248.5400,132.9000,USD,1
352103,0,2019-08-22,2019-08-24,1397123,999999,55,1,296.0000,257.5200,98.0700,USD,1
293003,0,2018-01-08,2018-01-13,1572502,999999,1657,1,233.9870,233.9870,107.6010,USD,1
309903,0,2018-06-26,2018-07-01,2006655,999999,1430,1,299.0000,287.0400,137.5000,USD,1
330303,0,2019-01-16,2019-01-18,1255692,999999,446,1,219.9500,200.1545,112.1400,USD,1
288303,0,2017-11-22,2017-11-25,1749596,999999,2110,1,1327.5000,1327.5000,439.8300,USD,1
330103,0,2019-01-14,2019-01-15,1214993,999999,2195,1,101.9900,101.9900,52.0000,USD,1
299700,0,2018-03-16,2018-03-18,1420559,999999,1340,1,19.8660,17.4820,10.1220,USD,1
368903,0,2020-02-06,2020-02-07,1973637,999999,1629,1,9.9900,9.2907,5.0900,USD,1
299002,0,2018-03-09,2018-03-11,2084318,999999,2208,1,241.6500,217.4850,111.1230,USD,1
312002,0,2018-07-17,2018-07-19,1535217,999999,452,1,219.9500,219.9500,112.1400,USD,1
293208,0,2018-01-10,2018-01-13,1386803,999999,2070,1,125.9910,114.6518,64.2330,USD,1
368406,0,2020-02-01,2020-02-03,1582048,999999,505,1,619.0000,619.0000,205.0900,USD,1
278101,0,2017-08-12,2017-08-17,1266907,999999,1432,1,420.0000,420.0000,193.1440,USD,1
291100,0,2017-12-20,2017-12-23,1814843,999999,2513,1,181.9860,156.5079,60.2980,USD,1
318501,0,2018-09-20,2018-09-27,1378101,999999,1261,1,36.9900,36.9900,18.8600,USD,1
285003,0,2017-10-20,2017-10-22,1766407,999999,2391,1,413.9910,385.0116,190.3770,USD,1
347407,0,2019-07-06,2019-07-11,1565612,999999,1995,1,665.9400,665.9400,220.6400,USD,1
357208,0,2019-10-12,2019-10-13,1524904,999999,1326,1,42.9900,40.4106,14.2400,USD,1
308901,0,2018-06-16,2018-06-18,1969340,999999,116,1,169.9900,152.9910,86.6700,USD,1
319603,0,2018-10-01,2018-10-05,1374187,999999,1654,1,259.9900,231.3911,86.1400,USD,1
359600,0,2019-11-05,2019-11-08,1478112,999999,410,1,1299.0000,1299.0000,430.3800,USD,1
328410,0,2018-12-28,2018-12-30,1955410,999999,1510,1,129.0000,117.3900,65.7700,USD,1
361407,0,2019-11-23,2019-11-27,1395240,999999,680,1,116.0000,106.7200,53.3400,USD,1
305806,0,2018-05-16,2018-05-18,1427591,999999,1621,1,12.9900,12.9900,6.6200,USD,1
310310,0,2018-06-30,2018-07-01,2027463,999999,420,1,499.9000,499.9000,254.8600,USD,1
352501,0,2019-08-26,2019-08-27,1707415,999999,1739,1,28.0000,24.9200,14.2800,USD,1
296704,0,2018-02-14,2018-02-19,1400644,999999,1676,1,8.0910,7.3628,3.7170,USD,1
370406,0,2020-02-21,2020-02-23,1525057,999999,2494,1,2.9400,2.7930,1.5000,USD,1
335100,0,2019-03-05,2019-03-06,1211148,999999,1622,1,219.0000,199.2900,72.5600,USD,1
334400,0,2019-02-26,2019-02-27,1367470,999999,1486,1,288.0000,288.0000,132.4400,USD,1
366107,0,2020-01-09,2020-01-13,1526254,999999,456,1,559.0000,503.1000,257.0600,USD,1
323302,0,2018-11-07,2018-11-12,1530554,999999,1622,1,219.0000,197.1000,72.5600,USD,1
366803,0,2020-01-16,2020-01-19,1394357,999999,855,1,129.0000,129.0000,59.3200,USD,1
296904,0,2018-02-16,2018-02-20,1220071,999999,2100,1,1327.5000,1168.2000,439.8300,USD,1
318005,0,2018-09-15,2018-09-17,1796166,999999,1454,1,199.0000,175.1200,91.5100,USD,1
365308,0,2020-01-01,2020-01-03,1532333,999999,1679,1,5.5000,4.9500,2.8000,USD,1
288403,0,2017-11-23,2017-11-26,1704877,999999,2507,1,6.6360,6.6360,3.3880,USD,1
288202,0,2017-11-21,2017-11-22,1582099,999999,105,1,103.5000,91.0800,47.5920,USD,1
292707,0,2018-01-05,2018-01-08,1215604,999999,531,1,1018.5000,875.9100,337.4550,USD,1
326302,0,2018-12-07,2018-12-11,1934739,999999,1546,1,302.0000,298.9800,100.0600,USD,1
296006,0,2018-02-07,2018-02-12,1473279,999999,1619,2,77.9870,77.9870,35.8670,USD,1
288405,0,2017-11-23,2017-11-28,1628782,999999,482,2,268.5000,268.5000,123.4800,USD,1
357905,0,2019-10-19,2019-10-21,1203222,999999,73,2,47.9500,41.2370,22.0500,USD,1
368902,0,2020-02-06,2020-02-08,1880727,999999,1791,2,43.0000,43.0000,21.9200,USD,1
297908,0,2018-02-26,2018-03-02,1542042,999999,1566,2,372.4000,346.3320,171.2480,USD,1
298804,0,2018-03-07,2018-03-10,1886958,999999,186,2,85.4050,79.4266,43.5385,USD,1
370704,0,2020-02-24,2020-02-26,1281861,999999,1653,2,109.9900,95.6913,56.0800,USD,1
365501,0,2020-01-03,2020-01-06,1854685,999999,1415,2,300.0000,282.0000,137.9600,USD,1
328706,0,2018-12-31,2019-01-03,1845011,999999,372,2,758.0000,674.6200,348.5800,USD,1
366008,0,2020-01-08,2020-01-12,1512372,999999,1641,2,12.6600,11.9004,5.8200,USD,1
352304,0,2019-08-24,2019-08-29,1693545,999999,1803,2,32.0000,32.0000,16.3100,USD,1
354407,0,2019-09-14,2019-09-17,1988950,999999,1627,2,17.9900,16.1910,8.2700,USD,1
363700,0,2019-12-16,2019-12-20,1318120,999999,1583,2,13.8900,13.8900,6.3900,USD,1
292201,0,2017-12-31,2018-01-05,1849674,999999,1620,2,79.2870,71.3583,36.4650,USD,1
359500,0,2019-11-04,2019-11-07,1317960,999999,1603,2,109.9900,109.9900,56.0800,USD,1
298210,0,2018-03-01,2018-03-05,1681294,999999,136,2,332.4525,292.5582,152.8835,USD,1
305909,0,2018-05-17,2018-05-21,1703011,999999,2505,2,9.9900,9.9900,5.0900,USD,1
309308,0,2018-06-20,2018-06-25,1238045,999999,1426,2,589.0000,589.0000,195.1500,USD,1
306509,0,2018-05-23,2018-05-24,1778502,999999,2150,2,149.0000,149.0000,75.9600,USD,1
291414,0,2017-12-23,2017-12-24,1559838,999999,473,2,88.5000,88.5000,45.1200,USD,1
324308,0,2018-11-17,2018-11-20,1461819,999999,540,2,2499.0000,2249.1000,827.9700,USD,1
328502,0,2018-12-29,2019-01-02,1899258,999999,1383,2,12.9900,11.8209,6.6200,USD,1
327613,0,2018-12-20,2018-12-22,1891501,999999,225,2,699.0000,615.1200,321.4400,USD,1
312209,0,2018-07-19,2018-07-21,1756175,999999,293,2,499.0000,499.0000,229.4700,USD,1
294402,0,2018-01-22,2018-01-24,1222915,999999,1413,2,418.6000,406.0420,192.5000,USD,1
291908,0,2017-12-28,2018-01-01,1493539,999999,632,2,208.5000,179.3100,106.3050,USD,1
288502,0,2017-11-24,2017-11-26,1265357,999999,1628,2,18.0570,18.0570,8.3070,USD,1
334508,0,2019-02-27,2019-03-03,1213602,999999,120,2,119.9900,105.5912,61.1700,USD,1
365407,0,2020-01-02,2020-01-05,1493436,999999,1686,2,6.9900,6.5007,3.5600,USD,1
367707,0,2020-01-25,2020-01-28,1669938,999999,1345,2,22.0000,22.0000,10.1200,USD,1
326403,0,2018-12-08,2018-12-10,1468140,999999,734,2,149.0000,149.0000,68.5200,USD,1
320303,0,2018-10-08,2018-10-13,2056831,999999,1384,2,16.9900,16.9900,8.6600,USD,1
369812,0,2020-02-15,2020-02-17,1964540,999999,231,2,569.0000,569.0000,261.6600,USD,1
319002,0,2018-09-25,2018-09-26,1386627,999999,185,2,169.0000,169.0000,55.9900,USD,1
296700,0,2018-02-14,2018-02-15,2096087,999999,1649,2,337.9870,337.9870,111.9820,USD,1
344201,0,2019-06-04,2019-06-07,1686229,999999,170,2,109.0000,93.7400,50.1300,USD,1
318904,0,2018-09-24,2018-09-25,1418748,999999,109,2,132.9900,118.3611,61.1600,USD,1
360003,0,2019-11-09,2019-11-10,2039658,999999,1590,2,22.8900,22.8900,7.5800,USD,1
323301,0,2018-11-07,2018-11-11,1261733,999999,1581,2,219.0000,192.7200,72.5600,USD,1
276002,0,2017-07-22,2017-07-24,1667349,999999,449,2,523.5000,481.6200,240.7350,USD,1
322100,0,2018-10-26,2018-10-28,1878744,999999,1432,2,300.0000,261.0000,137.9600,USD,1
333915,0,2019-02-21,2019-02-23,1399003,999999,1670,2,8.9900,8.0011,4.1300,USD,1
336203,0,2019-03-16,2019-03-20,1596675,999999,7,2,21.5700,19.6287,11.0000,USD,1
293508,0,2018-01-13,2018-01-16,1921434,999999,1666,2,15.2010,15.2010,5.0400,USD,1
288103,0,2017-11-20,2017-11-23,1493666,999999,417,2,898.5000,790.6800,413.1900,USD,1
323200,0,2018-11-06,2018-11-09,1912270,999999,719,2,228.0000,228.0000,75.5400,USD,1
352100,0,2019-08-22,2019-08-27,1496135,999999,1654,2,259.9900,259.9900,86.1400,USD,1
327102,0,2018-12-15,2018-12-17,2022640,999999,1363,2,22.9900,20.4611,10.5700,USD,1
288301,0,2017-11-22,2017-11-24,1203730,999999,115,2,224.9910,224.9910,74.5470,USD,1
342104,0,2019-05-14,2019-05-16,1690679,999999,172,2,169.0000,169.0000,55.9900,USD,1
286305,0,2017-11-02,2017-11-06,2041197,999999,1624,2,284.7000,253.3830,94.3280,USD,1
331004,0,2019-01-23,2019-01-24,1366093,999999,849,2,15.6000,15.4440,7.9500,USD,1
315907,0,2018-08-25,2018-08-26,1384305,999999,2055,2,665.9400,592.6866,220.6400,USD,1
289200,0,2017-12-01,2017-12-03,1886668,999999,1597,2,75.2440,75.2440,34.6060,USD,1
346504,0,2019-06-27,2019-06-30,2054948,999999,260,2,339.0000,294.9300,155.8900,USD,1
305408,0,2018-05-12,2018-05-14,1354052,999999,689,2,159.0000,136.7400,73.1200,USD,1
363802,0,2019-12-17,2019-12-20,1570462,999999,1572,2,57.9900,52.7709,26.6700,USD,1
309206,0,2018-06-19,2018-06-20,1639422,999999,1609,2,259.9900,259.9900,86.1400,USD,1
311303,0,2018-07-10,2018-07-11,2062917,999999,697,2,147.0000,138.1800,67.6000,USD,1
315206,0,2018-08-18,2018-08-21,1887732,999999,1589,2,9.9900,9.0909,5.0900,USD,1
364708,0,2019-12-26,2019-12-30,1439043,999999,66,2,25.6900,24.4055,13.1000,USD,1
306109,0,2018-05-19,2018-05-22,2025924,999999,81,2,40.5500,35.2785,18.6500,USD,1
370003,0,2020-02-17,2020-02-19,2067658,999999,2508,2,4.7400,4.7400,2.4200,USD,1
285100,0,2017-10-21,2017-10-25,1887114,999999,136,2,332.4525,332.4525,152.8835,USD,1
352703,0,2019-08-28,2019-08-31,1757494,999999,1583,2,13.8900,13.8900,6.3900,USD,1
327500,0,2018-12-19,2018-12-21,1407809,999999,675,2,219.0000,219.0000,72.5600,USD,1
296109,0,2018-02-08,2018-02-11,1612372,999999,503,2,1228.5000,1203.9300,407.0250,USD,1
329001,0,2019-01-03,2019-01-05,1829042,999999,1705,2,6.8800,6.4672,3.1600,USD,1
329006,0,2019-01-03,2019-01-08,1510881,999999,1418,2,293.0000,290.0700,134.7400,USD,1
313103,0,2018-07-28,2018-08-02,1888244,999999,84,2,99.9900,87.9912,45.9800,USD,1
291305,0,2017-12-22,2017-12-25,1837001,999999,1611,2,207.9870,189.2681,95.6410,USD,1
321901,0,2018-10-24,2018-10-27,1964485,999999,1482,2,239.0000,219.8800,109.9100,USD,1
292108,0,2017-12-30,2018-01-01,2004932,999999,1423,2,264.6000,232.8480,121.6740,USD,1
316609,0,2018-09-01,2018-09-02,1315621,999999,2493,2,24.9900,24.9900,12.7400,USD,1
297611,0,2018-02-23,2018-02-24,1571876,999999,439,2,838.5000,737.8800,385.5900,USD,1
284408,0,2017-10-14,2017-10-16,1545511,999999,79,2,36.4950,36.4950,16.7850,USD,1
325501,0,2018-11-29,2018-11-30,1488015,999999,943,2,41.9900,37.3711,21.4100,USD,1
323402,0,2018-11-08,2018-11-09,2024100,999999,1643,2,57.8800,57.8800,26.6200,USD,1
361301,0,2019-11-22,2019-11-26,2013273,999999,1653,2,109.9900,107.7902,56.0800,USD,1
364101,0,2019-12-20,2019-12-23,1940504,999999,280,2,329.0000,329.0000,167.7300,USD,1
365000,0,2019-12-29,2020-01-03,1879137,999999,1646,2,159.9900,145.5909,73.5700,USD,1
370804,0,2020-02-25,2020-02-27,1538939,999999,1643,2,57.8800,50.9344,26.6200,USD,1
296004,0,2018-02-07,2018-02-10,1857819,999999,301,2,303.0500,303.0500,154.5080,USD,1
304401,0,2018-05-02,2018-05-07,1950457,999999,2009,2,179.9900,165.5908,82.7700,USD,1
304408,0,2018-05-02,2018-05-06,1395207,999999,1584,8,9.9900,9.9900,5.0900,USD,1
369502,0,2020-02-12,2020-02-15,1507747,999999,1581,4,219.0000,192.7200,72.5600,USD,1
335803,0,2019-03-12,2019-03-15,1406958,999999,1627,6,17.9900,16.0111,8.2700,USD,1
370908,0,2020-02-26,2020-02-27,1968658,999999,1994,7,94.9900,94.0401,48.4300,USD,1
334104,0,2019-02-23,2019-02-25,1807649,999999,1801,8,32.0000,28.8000,16.3100,USD,1
296813,0,2018-02-15,2018-02-21,1313396,999999,84,5,89.9910,89.9910,41.3820,USD,1
350704,0,2019-08-08,2019-08-09,1547933,999999,1446,3,289.0000,289.0000,132.9000,USD,1
307200,0,2018-05-30,2018-06-06,2062186,999999,1630,9,22.8900,19.9143,7.5800,USD,1
324103,0,2018-11-15,2018-11-17,2028309,999999,1344,3,16.0000,14.2400,8.1600,USD,1
330500,0,2019-01-18,2019-01-22,1276606,999999,426,6,499.9000,464.9070,254.8600,USD,1
359001,0,2019-10-30,2019-11-01,1716580,999999,1512,5,239.0000,234.2200,109.9100,USD,1
293000,0,2018-01-08,2018-01-10,1917427,999999,1775,6,38.7000,35.2170,19.7280,USD,1
317002,0,2018-09-05,2018-09-09,1251912,999999,1425,6,529.0000,486.6800,175.2700,USD,1
327901,0,2018-12-23,2018-12-26,1923984,999999,1592,3,17.9900,17.2704,8.2700,USD,1
348505,0,2019-07-17,2019-07-21,1917859,999999,1451,3,268.0000,246.5600,123.2400,USD,1
282501,0,2017-09-25,2017-09-27,1395988,999999,112,7,224.9910,224.9910,74.5470,USD,1
315709,0,2018-08-23,2018-08-26,1320194,999999,1396,5,22.9900,22.9900,10.5700,USD,1
364919,0,2019-12-28,2019-12-31,1479007,999999,1673,3,5.5000,4.8950,2.8000,USD,1
284201,0,2017-10-12,2017-10-16,1346138,999999,1475,3,322.0000,322.0000,148.0780,USD,1
274400,0,2017-07-06,2017-07-12,1934470,999999,1571,4,74.0870,68.9009,34.0730,USD,1
296802,0,2018-02-15,2018-02-20,1745314,999999,457,3,329.9250,326.6257,168.2100,USD,1
328317,0,2018-12-27,2018-12-30,1206573,999999,1649,10,259.9900,233.9910,86.1400,USD,1
327304,0,2018-12-17,2018-12-20,1502432,999999,1236,4,188.0000,188.0000,95.8500,USD,1
291005,0,2017-12-19,2017-12-25,1542495,999999,1452,3,410.2000,410.2000,188.6360,USD,1
295102,0,2018-01-29,2018-02-04,2031972,999999,1474,7,291.2000,291.2000,133.9100,USD,1
332302,0,2019-02-05,2019-02-07,1479490,999999,1439,10,301.0000,297.9900,138.4200,USD,1
282803,0,2017-09-28,2017-10-01,1627075,999999,1609,4,337.9870,294.0486,111.9820,USD,1
273601,0,2017-06-28,2017-06-29,1851287,999999,1688,3,7.9920,6.8731,3.6720,USD,1
368401,0,2020-02-01,2020-02-02,1852628,999999,395,7,326.0000,326.0000,166.2000,USD,1
355601,0,2019-09-26,2019-09-29,1801829,999999,1566,9,266.0000,228.7600,122.3200,USD,1
357900,0,2019-10-19,2019-10-23,1328575,999999,777,7,13.9000,13.7610,7.0900,USD,1
309800,0,2018-06-25,2018-06-26,1831494,999999,1433,4,308.0000,308.0000,141.6400,USD,1
324201,0,2018-11-16,2018-11-18,1395616,999999,379,4,326.0000,296.6600,166.2000,USD,1
318000,0,2018-09-15,2018-09-16,1363037,999999,1816,3,32.0000,29.7600,16.3100,USD,1
316401,0,2018-08-30,2018-09-04,2026383,999999,446,8,219.9500,206.7530,112.1400,USD,1
348500,0,2019-07-17,2019-07-20,1346692,999999,469,4,99.0000,99.0000,50.4700,USD,1
341105,0,2019-05-04,2019-05-08,1249510,999999,1610,4,289.9900,255.1912,96.0800,USD,1
324006,0,2018-11-14,2018-11-15,1637334,999999,418,6,269.9500,245.6545,137.6300,USD,1
309502,0,2018-06-22,2018-06-25,1743429,999999,1460,5,300.0000,261.0000,137.9600,USD,1
346704,0,2019-06-29,2019-07-03,1642890,999999,1595,6,22.8900,22.8900,7.5800,USD,1
346604,0,2019-06-28,2019-06-30,1768600,999999,2113,7,508.0000,441.9600,258.9900,USD,1
294901,0,2018-01-27,2018-01-31,1664016,999999,1571,4,74.0870,65.9374,34.0730,USD,1
304704,0,2018-05-05,2018-05-09,1398115,999999,1460,5,300.0000,300.0000,137.9600,USD,1
318008,0,2018-09-15,2018-09-19,1991460,999999,153,3,469.9700,408.8739,216.1200,USD,1
297400,0,2018-02-21,2018-02-25,1724776,999999,356,6,685.3500,685.3500,315.1650,USD,1
343200,0,2019-05-25,2019-05-29,2045211,999999,1596,3,12.6600,12.6600,5.8200,USD,1
311008,0,2018-07-07,2018-07-09,1205071,999999,1609,5,259.9900,236.5909,86.1400,USD,1
277902,0,2017-08-10,2017-08-13,1313603,999999,1526,3,333.2000,306.5440,153.2300,USD,1
319003,0,2018-09-25,2018-09-28,2042957,999999,1437,5,199.0000,199.0000,91.5100,USD,1
274606,0,2017-07-08,2017-07-11,1248660,999999,1678,3,15.2010,13.2248,5.0400,USD,1
364910,0,2019-12-28,2019-12-31,1821898,999999,1940,3,899.0000,809.1000,413.4200,USD,1
274602,0,2017-07-08,2017-07-11,1901005,999999,1625,9,284.7000,284.7000,94.3280,USD,1
281202,0,2017-09-12,2017-09-16,1482590,999999,170,3,103.5500,103.5500,47.6235,USD,1
365314,0,2020-01-01,2020-01-03,2046942,999999,2111,3,877.5000,877.5000,403.5300,USD,1
320105,0,2018-10-06,2018-10-08,1960256,999999,1617,3,57.9900,57.9900,26.6700,USD,1
294004,0,2018-01-18,2018-01-20,1988527,999999,1446,3,404.6000,356.0480,186.0600,USD,1
289104,0,2017-11-30,2017-12-03,1493002,999999,850,5,346.3500,332.4960,114.7500,USD,1
342505,0,2019-05-18,2019-05-22,2077935,999999,2499,5,23.7200,21.1108,12.0900,USD,1
288802,0,2017-11-27,2017-11-29,1354790,999999,1591,3,16.4580,16.4580,7.5660,USD,1
298008,0,2018-02-27,2018-03-01,2059607,999999,320,3,664.0500,577.7235,305.3680,USD,1
291410,0,2017-12-23,2017-12-27,1592825,999999,1640,6,29.7570,29.7570,9.8540,USD,1
361105,0,2019-11-20,2019-11-24,1813602,999999,465,3,259.0000,225.3300,119.1100,USD,1
354900,0,2019-09-19,2019-09-22,2002020,999999,1778,3,43.0000,43.0000,21.9200,USD,1
329606,0,2019-01-09,2019-01-13,1443639,999999,278,3,360.0000,316.8000,183.5400,USD,1
277802,0,2017-08-09,2017-08-14,1462327,999999,54,4,266.4000,266.4000,88.2630,USD,1
292305,0,2018-01-01,2018-01-03,1212404,999999,1401,4,56.2660,56.2660,25.8720,USD,1
296905,0,2018-02-16,2018-02-21,1695835,999999,2095,4,1327.5000,1327.5000,439.8300,USD,1
368101,0,2020-01-29,2020-01-31,2020342,999999,1932,7,129.9900,129.9900,66.2700,USD,1
312206,0,2018-07-19,2018-07-23,1686889,999999,313,4,269.0000,236.7200,137.1400,USD,1
328301,0,2018-12-27,2018-12-28,2031318,999999,191,3,66.0000,57.4200,33.6500,USD,1
364904,0,2019-12-28,2020-01-01,1519041,999999,1331,3,26.9900,26.1803,12.4100,USD,1
